text_a,label
姨太太已有了春秋，外甥年轻不知世路，在外住着恐有人生事.咱们东北角上梨香院一所十来间房，白空闲着，打扫了，请姨太太和姐儿哥儿住了甚好。,neutral
周姐姐坐。,neutral
"谁在房里呢？""周瑞家的忙出去答应了，趁便回了刘姥姥之事.略待半刻，见王夫人无语，方欲退出，薛姨妈忽又笑道：“你且站住.我有一宗东西，你带了去罢。",neutral
这们冷天，我的儿，难为你想着来，快上炕来坐着罢。,sad
这个须得就酒才好。,neutral
"谁叫你送来的？难为他费心，那里就冷死了我！""雪雁道：“紫鹃姐姐怕姑娘冷，使我送来的。",angry
好妈妈，我再吃两钟就不吃了。,happy
你们在这里小心着，我家里换了衣服就来，悄悄的回姨太太，别由着他，多给他吃。,neutral
罢，罢！好蠢东西，你也轻些儿！难道没见过别人戴过的？让我自己戴罢。,angry
"李**怎么不见？""众人不敢直说家去了，只说：“才进来的，想有事才去了。",neutral
小的们只在临敬门外伺候，里头的信息一概不能得知.后来还是夏太监出来道喜，说咱们家大小姐晋封为凤藻宫尚书，加封贤德妃.后来老爷出来亦如此吩咐小的.如今老爷又往东宫去了，速请老太太领着太太们去谢恩。,neutral
采访聘买得十个小尼姑，小道姑都有了，连新作的二十分道袍也有了.外有一个带发修行的，本是苏州人氏，祖上也是读书仕宦之家.因生了这位姑娘自小多病，买了许多替身儿皆不用，到底这位姑娘亲自入了空门，方才好了，所以带发修行，今年才十八岁，法名妙玉.如今父母俱已亡故，身边只有两个老嬷嬷，一个小丫头伏侍.墨也极通，经也不用学了，摸样儿又极好.因听见`长安都有观音遗迹并贝叶遗，去岁随了师父上来，现在西门外牟尼院住着.他师父极精演先天神数，于去冬圆寂了.妙玉本欲扶灵回乡的，他师父临寂遗言，说他`衣食起居不宜回乡.在此静居，后来自然有你的结果.所以他竟未回乡。,neutral
"当日既送我到那不得见人的去处，好容易今日回家娘儿们一会，不说说笑笑，反倒哭起来.一会子我去了，又不知多早晚才来！""说到这句，不禁又哽咽起来.邢夫人等忙上来解劝.贾母等让贾妃归座，又逐次一一见过，又不免哭泣一番.然后东西两府掌家执事人丁在厅外行礼，及两府掌家执事媳妇领丫鬟等行礼毕.贾妃因问：“薛姨妈，宝钗，黛玉因何不见？""王夫人启曰：“外眷无职，未敢擅入。",sad
满屋里就只是他磨牙。,neutral
"一个老祖宗给孩子们作生日，不拘怎样，谁还敢争，又办什么酒戏.既高兴要热闹，就说不得自己花上几两.巴巴的找出这霉烂的二十两银子来作东道，这意思还叫我赔上.果然拿不出来也罢了，金的，银的，圆的，扁的，压塌了箱子底，只是勒ц我们.举眼看看，谁不是儿女？难道将来只有宝兄弟顶了你老人家上五台山不成？那些梯己只留于他，我们如今虽不配使，也别苦了我们.这个够酒的？够戏的？""说的满屋里都笑起来.贾母亦笑道：“你们听听这嘴！我也算会说的，怎么说不过这猴儿.你婆婆也不敢强嘴，你和我まま的。",angry
"今日原是我特带着你们取笑，咱们只管咱们的，别理他们.我巴巴的唱戏摆酒，为他们不成？他们在这里白听白吃，已经便宜了，还让他们点呢！""说着，大家都笑了.黛玉方点了一出.然后宝玉，史湘云，迎，探，惜，李纨等俱各点了，接出扮演.至上酒席时，贾母又命宝钗点.宝钗点了一出《鲁智深醉闹五台山》.宝玉道：“只好点这些戏。",angry
你安些分罢，何苦讨这个厌那个厌的。,angry
"好头疼！""林黛玉道：“该，阿弥陀佛！""只见宝玉大叫一声：“我要死！""将身一纵，离地跳有四尺高，口内乱嚷乱叫，说起胡话来了.林黛玉并丫头们都唬慌了，忙去报知王夫人，贾母等.此时王子腾的夫人也在这里，都一齐来时，宝玉益发拿刀弄杖，寻死觅活的，闹得天翻地覆.贾母，王夫人见了，唬的抖衣而颤，且儿萍，薛姨妈，薛蟠并周瑞家的一干家上上下下里里外外众媳妇丫头等，都来园内看视.登时园内乱麻一般.正没个主见，只见凤姐持一把明晃晃钢刀砍进园来，见鸡杀鸡，见狗杀狗，见人就要杀人.众人越发慌了.周瑞媳妇忙带着几个有力量的胆壮的婆娘上去抱住，夺下刀来，抬回房去.平儿，丰儿等哭的泪天泪地.贾政等心也有些烦难，顾了这里，丢不下那里.",fear
"还是这么高兴.""因打发人去到园里告诉：“有要逛的，只管初一跟了老太太逛去。",happy
如何他不来瞧宝玉？便是有事缠住了，他必定也是要来打个花胡哨，讨老太太和太太的好儿才是.今儿这早晚不来，必有原故。,angry
"你大清早起跑来作什么？""宝钗道：“我瞧瞧妈身上好不好.昨儿我去了，不知他可又过来闹了没有？""一面说，一面在他母亲身旁坐了，由不得哭将起来.薛姨妈见他一哭，自己撑不住，也就哭了一场，一面又劝他：“我的儿，你别委曲了，你等我处分他.你要有个好歹，我指望那一个来！""薛蟠在外边听见，连忙跑了过来，对着宝钗，左一个揖，右一个揖，只说：“好妹妹，恕我这一次罢！原是我昨儿吃了酒，回来的晚了，路上撞客着了，来家未醒，不知胡说了什么，连自己也不知道，怨不得你生气。",sad
你们府上也都想绝了，吃碗汤还有这些样子.若不说出来，我见这个也不认得这是作什么用的。,angry
"我来了这么几年，留神看起来，凤丫头凭他怎么巧，再巧不过老太太去.""贾母听说，便答道：“我如今老了，那里还巧什么.当日我象凤哥儿这么大年纪，比他还来得呢.他如今虽说不如我们，也就算好了，比你姨娘强远了.你姨娘可怜见的，不大说话，和木头似的，在公婆跟前就不大显好.凤儿嘴乖，怎么怨得人疼他。",sad
"真真的二奶奶的这张嘴怕死人！""宝玉伸拉着袭人笑道：“你站了这半日，可乏了？""一面说，一面拉他身旁坐了.袭人笑道：“可是又忘了.趁宝姑娘在院子里，你和他说，烦他莺儿来打上几根络子。",neutral
让他们小妯娌伏侍，你在那里坐了，好说话儿。,neutral
自从玉钏儿姐姐死了，太太跟前少着一个人.太太或看准了那个丫头好，就吩咐，下月好发放月钱的。,neutral
我才在舅母跟前听的明儿是薛姨妈的生日，叫我顺便来问你出去不出去.你打发人前头说一声去。,neutral
是他有兴头，须要扰他这雅兴。,angry
我先小时，家里也有这么一个亭子，叫做什么`枕霞阁.我那时也只象他们这么大年纪，同姊妹们天天顽去.那日谁知我失了脚掉下去，几乎没淹死，好容易救了上来，到底被那木钉把头碰破了.如今这鬓角上那指头顶大一块窝儿就是那残破了.众人都怕经了水，又怕冒了风，都说活不得了，谁知竟好了。,sad
螃蟹不可多拿来，仍旧放在蒸笼里，拿十个来，吃了再拿。,neutral
姥姥，你上来走，仔细苍苔滑了。,neutral
这个纱新糊上好看，过了后来就不翠了.这个院子里头又没有个桃杏树，这竹子已是绿的，再拿这绿纱糊上反不配.我记得咱们先有四五样颜色糊窗的纱呢，明儿给他把这窗上的换了。,angry
他们既预备下船，咱们就坐。,neutral
老刘，老刘，食量大似牛，吃一个老母猪不抬头。,angry
后廊檐下的梧桐也好了，就只细些。,neutral
这不是顽的，虽不是河里，也有好深的.你快不给我进来。,angry
是。,neutral
咱们先吃两杯，今日也行一令才有意思。,neutral
既行令，还叫鸳鸯姐姐来行更好。,neutral
"花儿落了结个大倭瓜.""众人听了哄堂大笑起来.于是吃过门杯，因又逗趣笑道：“实告诉说罢，我的脚子粗笨，又喝了酒，仔细失打了这瓷杯.有木头的杯取个子来，我便失了，掉了地下也无碍。",happy
"姑娘们都到了藕香榭，请示下，就演罢还是再等一会子？""贾母忙笑道：“可是倒忘了他们，就叫他们演罢。",neutral
大家的酒想也都有了，且出去散散再坐罢。,neutral
吃了两杯酒，倒也不饿.也罢，就拿了这里来，大家随便吃些罢。,happy
老太太那里有信，你就叫我。,neutral
我打发人请你来，不为别的.初二是凤丫头的生日，上两年我原早想替他做生日，偏到跟前有大事，就混过去了.今年人又齐全，料着又没事，咱们大家好生乐一日。,happy
我出二十两。,neutral
"凤凰来了，快进去罢.再一会子不来，都反了.""宝玉陪笑道：“你猜我往那里去了？""玉钏儿不答，只管擦泪.宝玉忙进厅里，见了贾母王夫人等，众人真如得了凤凰一般.宝玉忙赶着与凤姐儿行礼.贾母王夫人都说他不知道好歹，""怎么也不说声就私自跑了，这还了得！明儿再这样，等老爷回家来，必告诉他打你。",angry
"让凤丫头坐在上面，你们好生替我待东，难为他一年到头辛苦.""尤氏答应了，又笑回说道：“他坐不惯首席，坐在上头横不是竖不是的，酒也不肯吃。",neutral
"我通共剩了这么一个可靠的人，他们还要来算计！""因见王夫人在旁，便向王夫人道：“你们原来都是哄我的！外头孝敬，暗地里盘算我.有好东西也来要，有好人也要，剩了这么个毛丫头，见我待他好了，你们自然气不过，弄开了他，好摆弄我！""王夫人忙站起来，不敢还一言.薛姨妈见连王夫人怪上，反不好劝的了.李纨一听见鸳鸯的话，早带了姊妹们出去.",angry
这事与太太什么相干？老太太想一想，也有大伯子要收屋里的人，小婶子如何知道？便知道，也推不知道。,angry
"请了姨太太你姑娘们来说个话儿，才高兴，怎么又都散了！""丫头们忙答应着去了.众人忙赶的又来.只有薛姨妈向丫鬟道：“我才来了，又作什么去？你就说我睡了觉了.那丫头道：我们罢.你老人家嫌乏，我背了你老人家去。",neutral
我这一张牌定在姨妈里扣着呢.我若不发这一张，再顶不下来的。,neutral
这不是什么大事，不过他们一处吃酒，酒后反脸常情.谁醉了，多挨几下子打，也是有的.况且咱们家无法无天，也是人所共知的.妈不过是心疼的缘故.要出气也容易，等五天哥哥养好了出的去时，那边珍大爷琏二爷这干人也未必白丢开了，自然备个东道，叫了那个人来，当着众人替哥哥赔不是认罪就是了.如今妈先当件大事告诉众人，倒显得妈偏心溺爱，纵容他生事招人，今儿偶然吃了一次亏，妈就这样兴师动众，倚着亲戚之势欺压常人。,angry
哥哥果然要经历正事，正是好的了.只是他在家时说着好听，到了外头旧病复犯，越发难拘束他了.但也愁不得许多.他若是真改了，是他一生的福.若不改，妈也不能又有别的法子.一半尽人力，一半听天命罢了.这么大人了，若只管怕他不知世路，出不得门，干不得事，今年关在家里，明年还是这个样儿.他既说的名正言顺，妈就打谅着丢了八百一千银子，竟交与他拭一拭.横竖有伙计们帮着，也未必好意思哄骗他的.二则他出去了，左右没有助兴的人，又没了倚仗的人，到了外头，谁还怕谁，有了的吃，没了的饿着，举眼无靠，他见这样，只怕比在家里省了事也未可知。,sad
我虽看了《西厢记》，也曾有明白的几句，说了取笑，你曾恼过.如今想来，竟有一句不解，我念出来你讲讲我听。,neutral
好大雪，一日也没过来望候老太太.今日老太太倒不高兴？正该赏雪才是。,happy
可惜这孩子没福，前年他父亲就没了.他从小儿见的世面倒多，跟他父母四山五岳都走遍了.他父亲是好乐的，各处因有买卖，带着家眷，这一省逛一年，明年又往那一省逛半年，所以天下十停走了有五六停了.那年在这里，把他许了梅翰林的儿子，偏第二年他父亲就辞世了，他母亲又是痰症.&qut;凤姐也不等说完，便嗐声跺脚的说：“偏不巧，我正要作个媒呢，又已经许了人家.&qut;贾母笑道：“你要给谁说媒？&qut;凤姐儿说道：“老祖宗别管，我心里看准了他们两个是一对.如今已许了人，说也无益，不如不说罢了。,sad
正是这话了.上次我要说这话，我见你们的大事多，如今又添出这些事来，你们固然不敢抱怨，未免想着我只顾疼这些小孙子孙女儿们，就不体贴你们这当家人了.你既这么说出来，更好了。,neutral
老太太们来行礼。,neutral
恕我老了，骨头疼，放肆，容我歪着相陪罢。,sad
放在当地罢。,neutral
二位爷请坐着罢了，何必多礼。,neutral
他小，让他斟去，大家倒要干过这杯。,neutral
"罢，罢，酒冷了，老祖宗喝一口润润嗓子再掰谎.这一回就叫作《掰谎记》，就出在本朝本地本年本月本日本时，老祖宗一张口难说两家话，花开两朵，各表一枝，是真是谎且不表，再整那观灯看戏的人.老祖宗且让这二位亲戚吃一杯酒看两出戏之后，再从昨朝话言掰起如何？""他一面斟酒，一面笑说，未曾说完，众人俱已笑倒.两个女先生也笑个不住，都说：“奶奶好刚口.奶奶要一说书，真连我们吃饭的地方也没了。",neutral
大正月里，你师父也不放你们出来逛逛.你等唱什么？刚才八出《八义》，闹的我头疼，咱们清淡些好。你瞧瞧，薛姨太太，这李亲家太太，都是有戏的人家，不知听过多少好戏的；这些姑娘们都比咱们家的姑娘见过好戏，听过好曲子。如今这小戏子又是那有名玩戏的人家的班子，虽是小孩子，却比大班子还强。咱们好歹别落了褒贬！少不得弄个新样儿的：叫芳官唱一出《寻梦》，只用箫和笙笛，馀者一概不用。,angry
好的呀！幸而我们都是夯嘴夯腮的，不然，也就吃了猴儿尿了！,happy
外头已经四更多了，依我说：老祖宗也乏了，咱们也该“聋子放炮仗--散了,angry
我有一件大事，把宝钗的话说了.王夫人点头叹道：“若说我无德，不该有这样好媳妇了。,happy
我是做下人的人，姨太太瞧得起我，才和我说这些话，我是从不敢违拗太太的。,neutral
花自芳的女人进来请安。,neutral
"你这小蹄子，和他说了什么？""紫鹃忙道：“并没说什么，不过说几句顽话。",neutral
世兄这症乃是急痛迷心.古人曾云：`痰迷有别.有气血亏柔，饮食不能熔化痰迷者，有怒恼痰裹而迷者，有急痛壅塞者.此亦痰迷之症，系急痛所致，不过一时壅蔽，较诸痰迷似轻。,neutral
姑妈素知我们太太有些左性的，这事等我慢谋。,neutral
这又何妨，两个孩子又不能见面，就是姨太太和他一个大姑，一个小姑，又何妨？况且都是女儿，正好亲香呢。,sad
妈多早晚来的？我竟不知道。,surprise
"这是个帐篇子？""黛玉瞧了，也不认得.地下婆子们都笑道：“这可是一件奇货，这个乖可不是白教人的。",surprise
"这个新鲜花篮是谁编的？""莺儿笑说：“我编了送姑娘顽的。",neutral
"方才言语冒撞了，姑娘莫嗔莫怪，特来陪罪""等语.莺儿忙笑让坐，又倒茶.他娘儿两个说有事，便作辞回来.忽见蕊官赶出叫：“妈妈姐姐，略站一站。",neutral
寿星全了。,happy
油腻腻的，谁吃这些东西。,angry
杏花陪一盏，坐同庚者陪一盏，同辰者陪一盏，同姓者陪一盏。,neutral
我的儿，你听见了没有？你珍大嫂子的妹妹姑娘，他不是已经许定给你哥哥的义弟柳湘莲了么，不知为什么自刎了.那柳湘莲也不知往那里去了.真正奇怪的事，叫人意想不到。,surprise
"妈妈可知道柳二哥尤姐的事么？""薛姨妈说：“我才听见说，正在这里和你妹妹说这件公案呢。",neutral
管总的张大爷差人送了两箱子东西来，说这是爷各自买的，不在货帐里面.本要早送来，因货物箱子压着，没得拿，昨儿货物发完了，所以今日才送来了。,neutral
今日这席上短两个好朋友。,happy
我听见昨儿晚上二奶奶生气，打发周管家的娘子捆了两个老婆子，可也不知犯了什么罪.论理我不该讨情，我想老太太好日子，发狠的还舍钱舍米，周贫济老，咱们家先倒折磨起人家来了.不看我的脸，权且看老太太，竟放了他们罢。,angry
好呀，你两个的话，我已都听见了。,neutral
何必冤枉众人，大约是宝蟾的镇魇法儿。,neutral
已是遇见了这不晓事的人，可怎么样呢.想当日你叔叔也曾劝过大老爷，不叫作这门亲的.大老爷执意不听，一心情愿，到底作不好了.我的儿，这也是你的命。,angry
"这里是林姑娘的屋子么？""那位姐姐在这里呢？""雪雁出来一看，模模糊糊认得是薛姨妈那边的人，便问道：“作什么？""婆子道：“我们姑娘打发来给这里林姑娘送东西的.""雪雁道：“略等等儿。",neutral
大爷前日出门，到底是到那里去？你自然是知道的了。,neutral
你们是怎么着，又这样家翻宅乱起来，这还象个人家儿吗！矮墙浅屋的，难道都不怕亲戚们听见笑话了么。,angry
"你从那里来，老太太身上可安？""那丫头道：“老太太身上好，叫来请姨太太安，还谢谢前儿的荔枝，还给琴姑娘道喜。",neutral
妈妈，你这种闲气不要放在心上才好.过几天走的动了，乐得往那边老太太姨妈处去说说话儿散散闷也好.家里横竖有我和秋菱照看着，谅他也不敢怎么样。,happy
破题倒作了一个，但不知是不是。,neutral
姨太太在这里呢。,neutral
"可是才姨太太提香菱，我听见前儿丫头们说`秋菱，不知是谁，问起来才知道是他.怎么那孩子好好的又改了名字呢？""薛姨妈满脸飞红，叹了一口气道：“老太太再别提起.自从蟠儿娶了这个不知好歹的媳妇，成日家咕咕唧唧，如今闹的也不成个人家了.我也说过他几次，他牛心不听说，我也没那么大精神和他们尽着吵去，只好由他们去.可不是他嫌这丫头的名儿不好改的。",sad
你快去罢，瞧瞧巧姐儿去罢。,neutral
林丫头那孩子倒罢了，只是心重些，所以身子就不大很结实了.要赌灵性儿，也和宝丫头不差什么，要赌宽厚待人里头，却不济他宝姐姐有耽待，有尽让了。,neutral
据我们看来，宝二爷的学问已是大进了。,happy
"正是.你们去看薛姨妈说起这事没有？""王夫人道：“本来就要去看的，因凤丫头为巧姐儿病着，耽搁了两天，今日才去的.这事我们都告诉了，姨妈倒也十分愿意，只说蟠儿这时侯不在家，目今他父亲没了，只得和他商量商量再办。",neutral
今日你坐了罢。,neutral
二爷快回去，并里头回明太太也请速回去，家有要事。,neutral
妈妈听了先别着急，办事要紧。,neutral
这么看起来，竟是死活不定了。,surprise
"你听见你大爷说，到底是怎么就把人打死了呢？""小厮道：“小的也没听真切.那一日大爷告诉二爷说。",angry
"这不是救不过来了么.这怎么好呢！""宝钗道：“二哥的书还没看完，后面还有呢。",sad
小的的男人是张大，南乡里住，十八年前死了.大儿子二儿子也都死了，光留下这个死的儿子叫张，今年二十岁，还没有娶女人呢.为小人家里穷，没得养活，在李家店里做当槽儿的.那一天晌午，李家店里打发人来叫俺，说`你儿子叫人打死了。,sad
正盼你来家照应.贾府里本该谢去，况且周贵妃薨了，他们天天进去，家里空落落的.我想着要去替姨太太那边照应照应作伴儿，只是咱们家又没人.你这来的正好。,sad
"大爷的事怎么样了？""薛姨妈道：“等详上司才定，看来也到不了死罪了。",neutral
我刚才听见你叔叔说你对的好对子，师父夸你来着。,happy
你把藏香点上。,neutral
都为哥哥不在家，所以叫邢姑娘多吃几天苦.如今还亏凤姐姐不错.咱们底下也得留心，到底是咱们家里人。,happy
大奶奶，老太太过来了。,happy
事不宜迟。,neutral
此事上头可托，底下难托，必须打点才好。,neutral
老爷叫我作什么？,angry
老太太说了，叫二爷明儿不用上学去呢。明儿请了姨太太来给他解闷，只怕姑娘们都来，家里的史姑娘、邢姑娘、李姑娘们都请了，明儿来赴什么消寒会呢。,neutral
宝姐姐为何不来？,surprise
今日听得军贾雨村打发人来告诉二老爷说，舅太爷升了内阁大学士，奉旨来京，已定明年正月二十日宣麻。有百里的书去了，想舅太爷昼夜趱行，半个多月就要到了。侄儿特来回太太知道。,neutral
虽是你姨妈说了，我还没有应准，说等你哥哥回来再定。你愿意不愿意？,sad
姑妈不必告诉宝妹妹。,neutral
刚才我到老太太那里，宝哥儿出来请安还好好儿的，不过略瘦些，怎么你们说得很利害？,surprise
我已经应承了。,neutral
哥哥的事上司已经准了误杀，一过堂就要题本了，叫咱们预备赎罪的银子。妹妹的事，说‘妈妈做主很好的，赶着办又省了好些银子，叫妈妈不用等我，该怎么着就怎么办罢。’“薛姨妈听了，一则薛蟠可以回家，二则完了宝钗的事，心里安放了好些。便是看着宝钗心里好像不愿意似的，“虽是这样，他是女儿家，素来也孝顺守礼的人，知我应了，他也没得说的。,neutral
明日就是上好的日子，今日过来回姨太太，就是明日过礼罢。只求姨太太不要挑饬就是了。,happy
我看宝玉竟是魂不守舍，起动是不怕的。用两乘小轿叫人扶着从园里过去，应了回九的吉期，以后请姨妈过来安慰宝钗，咱们一心一意的调治宝玉，可不两全？,neutral
姑娘忒性急了。,angry
宝玉的命都亏姨太太救的，如今想来不妨了，独委屈了你的姑娘。如今宝玉调养百日，身体复旧，又过了娘娘的功服，正好圆房。要求姨太太作主，另择个上好的吉日。,sad
有个笑话儿说给老太太和姑妈听,neutral
你何故把从前的灵都忘了？那些旧毛病忘了才好，为什么你的脾气还觉照旧，在道理上更糊涂了呢？,angry
相争为斗，相打为殴。必实无争斗情形，邂逅身死，方可以过失杀定拟。,neutral
哥哥本来没造化。承受了祖父这些家业，就该安安顿顿的守着过日子。在南边已经闹的不像样，便是香菱那件事情就了不得，因为仗着亲戚们的势力，花了些银钱，这算白打死了一个公子。哥哥就该改过做起正经人来，也该奉养母亲才是，不想进了京仍是这样。妈妈为他不知受了多少气，哭掉了多少眼泪。给他娶了亲，原想大家安安逸逸的过日子，不想命该如此，偏偏娶的嫂子又是一个不安静的，所以哥哥躲出门的。真正俗语说的‘冤家路儿狭’，不多几天就闹出人命来了。妈妈和二哥哥也算不得不尽心的了，花了银钱不算，自己还求拜四的谋干。无奈命里应该，也算自作自受。大凡养儿女是为着老来有靠，便是小户人家还要挣一碗饭养活母亲，那里有将现成的闹光了反害的老人家哭的死去活来的？不是我说，哥哥的这样行为，不是儿子，竟是个冤家对头。妈妈再不明白，明哭到夜，夜哭到明，又受嫂子的气。我呢，又不能常在这里劝解，我看见妈妈这样，那里放得下心。他虽说是傻，也不肯叫我回去。前儿老爷打发人回来说，看见京报唬的了不得，所以才叫人来打点的。我想哥哥闹了事，担心的人也不少。幸亏我还是在跟前的一样，若是离乡调远听见了这个信，只怕我想妈妈也就想杀了。我求妈妈暂且养养神，趁哥哥的活口现在，问问各处的帐目。人家该咱们的，咱们该人家的，亦该请个旧伙计来算一算，看看还有几个钱没有。,sad
我的命是不要的了！男人呢，已经是没有活的分儿了。咱们如今索性闹一闹，大伙儿到法场上去拼一拼。,angry
我们太太叫我来告诉这里的姨太太，说我们家了不得了，又闹出事来了。,surprise
我婶子知道弟妇死了，问老婆子，再说不明，着急得很，打发我来问个明白，还叫我在这里料理。该怎么样，姨太太只管说了办去。,neutral
我女孩儿在你家得过什么好处，两口朝打暮骂的。闹了几时，还不容他两口子在一处，你们商量着把女婿弄在监里，永不见面。你们娘儿们仗着好亲戚受用也罢了，还嫌他碍眼，叫人药死了他，倒说是服毒！他为什么服毒！,angry
你们不许闹，有话好好儿的说。快将家里收拾收拾，刑部里头的老爷们就来相验了。,angry
我们姑娘好意待香菱，叫他在一块儿住，他倒抽空儿药死我们姑娘！,angry
怎么好些首饰都没有了？,surprise
不用多说了，快收拾停当，刑部老爷就到了。,happy
将我体己东西拿些给凤丫头，再拿些银钱交给平儿，好好的伏侍好了凤丫头，我再慢慢的分派。,neutral
薛姨太太来了，请二奶奶过去呢。,neutral
二姑奶奶回来了。,happy
也不送到外头，今日只许咱们娘儿们乐一乐。,happy
话是没有什么说的，再说就说到不好的上头来了。不如老太太出个主意，叫他们行个令儿罢。,angry
