text_a,label
她扬言道：若是有谁胜得小龙女，不但小龙女委身相嫁，而墓中的奇珍异宝、武功秘笈，也尽数相赠。那些邪魔外道本来不知小龙女是何等样人，但李莫愁四下宣扬，说她师妹的容貌远胜于她。这赤练仙子据说甚是美貌，姿色莫说武林中少见，就是大家闺秀，只怕也是少有人及。,neutral
江湖上妖邪人物之中，对李莫愁着迷的人着实不少。只是她对谁都不加青眼，有谁稍为无礼，立施毒手，现下听说她另有个师妹，相貌更美，而且公然比武招亲，谁不想来一试身手,neutral
我们又探听到，这些妖邪对全真教也不是全无顾忌。他们大举集人齐上终南山来，我们倘若干预此事，索性乘机便将全真教挑了，除了这眼中之钉。我和王师弟得到讯息，决意跟众妖邪周旋一番，当即传出法帖，召集本教各代道侣，早十天都聚在重阳宫中。只刘师哥和孙师妹在山西，不及赶回。我们一面操演北斗阵法，一面送信到墓中，请小龙女提防。哪知此信送入，仍是没有回音，小龙女竟然全不理睬。,neutral
或许她己不在墓中了。,sad
我们师兄弟连日布置御敌。五日之前，各路哨探陆续赶回，查出众妖邪之中最厉害的是两个大魔头。他们约定先在山下普光寺中聚会，以手击碑石为号。你无意之中在碑上拍了一下，又显出功力惊人，无怪我那些没用的徒孙要大惊小怪。,neutral
只怕是他自高身价，胡乱吹嘘，那也是有的。此人武功是西藏一派，今年年初来到中原，出手就伤了河南三雄，后来又在甘凉道上独力杀死兰州七霸，名头登时响遍了半边天，我们可料不到他竟会揽上这门子事。另一个藏僧名叫达尔巴，天生神力，和霍都的武功全然一路，看来是霍都的师兄还是师叔。他是和尚，自然不是要来娶那女子，多半是来帮霍都的。其余的淫贼奸人见这两人出头，都绝了求亲之念，然而当年李莫愁曾大肆宣扬，说古墓中珍宝多如山积，又有不少武功秘本，甚么降龙十八掌的掌谱、一阳指的指法等等无不齐备。群奸虽然将信将疑，但想只要跟上山来，打开古墓，多少能分润一些好处，是以上终南山来的竟有百余人之众。本来我们的北斗阵定能将这些二流脚色尽数挡在山下，纵然不能生擒，也教他们不得走近重阳宫一步。也是我教合当遭劫，这中间的误会，那也不必说了。,neutral
出门一笑无拘碍，云在西湖月在天。宫殿馆阁，尽是身外之物，身子躯壳尚不足惜，又理这些身外物作甚你十余年来勤修内功，难道这一点还勘不破么,neutral
是,neutral
北斗大阵全力与你周旋，两个魔头领着一批奸人，乘隙攻到重阳宫前。他们一上来就放火烧观，郝师弟出阵与那霍都王子动手。也是他过于轻敌，而霍都的武功又别具一格，怪异特甚。郝师弟出手时略现急躁，胸口中了他一掌，我们忙结阵相护。只是少了郝师弟一人，补上来的弟子功力相差太远，阵法威力便属有限。你若不及时赶到，全真教今日当真是一败涂地了。现下想来，就算守在山下的众弟子不认错了敌人，那些二流妖人固然无法上山，达尔巴与霍都二人却终究阻挡不住。此二人联手与北斗阵相斗，我们输是不会输的，但决不能如你这般赢得干净爽快,neutral
孽障，孽障,angry
两个武学名家，却来合力欺侮一个少女，当真好不要脸。,angry
这是全真教祖师重阳真人旧居之地，快快退出来。,neutral
靖儿，动手罢,happy
那是甚么,neutral
给蜂子刺了，就真疼痛，也不须这般杀猪般的嚎叫，难道这玉蜂毒性异常么,surprise
早知我们这位芳邻如此神通广大，全真教大可不必多事。,neutral
姑娘不必多礼。贫道丘处机率弟子郭靖，敬祝姑娘芳辰。,happy
道长，这些人怎生救他们一救,angry
你杨铁心叔父是豪杰之士，岂能无后杨康落得如此下场，我也颇有不是之处。你放心好了，我必尽心竭力，教养这小孩几成人。,angry
他是王师弟的大弟子，名叫赵志敬。第三代弟子之中，武功以他练得最纯，就由他点拨过几的功夫罢。,neutral
自来严师出高弟，棒头出孝子。这次对过儿须得严加管教，方不致重蹈他父覆辙。,neutral
怎么祖师爷说错了你么,sad
长生真人与清净散人从山西传来讯息，说道该处之事极为棘手。本座和两位师弟会商决定，长春真人和玉阳真人带同十名弟子，即日前去应援。,neutral
我本要带你同去，但怕耽误了过儿功大，这一趟你就不用去了。,sad
不是打架，是弟子摔了一交，掉下了山坑。,neutral
师祖爷走开之后，弟子想师祖爷教训得是，弟子今后要力求上进，才不负了师祖爷的期望。,happy
好哇，你这臭小子胆敢骂我疯狗,angry
我去之后，你好好传他本门玄功，每隔十天，由掌教师伯复查一次，指点窍要。,neutral
清笃，你与杨师弟过过招，下手有分寸些，别太重了,neutral
丘师哥，小弟无能，辱及我教，你瞧着办罢。,angry
全真门下丘处机向高邻讨教。,neutral
师哥，留神,happy
罢了，罢了,angry
你有甚么好高兴的我本事胜不过那全真教的老道丘处机，更加比不上你的郭伯伯。,angry
这是治疗蜂毒的蜜浆，拿去给赵志敬罢。,neutral
好小子，叛出师门，就这么走了么,sad
这句话世上只有你我二人相信。上次我和全真教姓丘的老道动手，武功我不及他，然而这并非古墓派不及全真教，只是我还没练成我派最精奥的功夫而已。,neutral
这可妙极了。丘处机、郝大通他们武功再高，总也强不过王重阳去，你只消将祖师婆婆的武功学会了，自然胜过了这些臭道士。,happy
你想杀我灭口么只怕没这等容易。,angry
无缘,neutral
我是王重阳的弟子。,neutral
尊师是马钰，还是丘处机,neutral
你哭甚么,sad
此人果真了不起，,happy
好,happy
牛鼻子,angry
姑姑，咱们今日杀了这匹夫，给我报仇。,neutral
丘处机道长给你取这个靖字，是叫你不忘靖康之耻。现下金国方灭，蒙古铁蹄又压境而来，孩子是在襄阳生的，就让她叫作郭襄，好使她日后记得，自己是生于这兵荒马乱的围城之中。,neutral
给你这般日夜折磨，左右也是个死，不如今日让你杀了，倒也干脆。,angry
尹师弟，她此时若要杀死咱们二人，可说易如反掌，她定是另有奸恶阴谋。,neutral
他怕咱们一走，蒙古兵问饭铺子要人。,neutral
丘处机与王处一眼界太低，尽收些不成器的弟子罢了，罢了，谁要你们磕头,angry
赵志敬小道士，你骗我来上了这个大当，吃里扒外，大不成话。你快去跟丘处机说，叫他杀了你罢,angry
周怕通之死，这赵道士脱不了干系，从此终身受我挟制。此人才识平庸。也不想想周伯通这样一个疯疯癫癫的人物，辈份虽尊，丘处机等岂能把他的言语当真怎能凭老顽童几句话就让你当全真教掌教,angry
赵师兄，这女子是谁,surprise
赵师兄，我和你回头阻挡敌人，让尹师兄脱身。,neutral
蒙古人灭金之后，若是与我大宋和好，约为兄弟之邦，咱们自然待以上国之礼。但今日蒙古军大举南下，急攻襄阳，大宋江山危在旦夕，你我都是大宋之民，岂能受敌国的敕封,angry
今日情势非昔可比。小弟随师父西游，亲眼见到蒙古兵将屠城掠地的惨酷。咱们若受敕封，降了蒙古，那便是助纣为虐，纵然救得十条八条性命，但蒙古势力一大，不知将有几千几万百姓因此而死。,fear
你见过成吉思汗，那又怎地我此番便见了蒙古四王子忽必烈，这位王爷礼贤下士，豁达大度，又哪里残暴了,happy
师父,neutral
玉女心经,neutral
罢了，罢了，原来古墓派的武功精妙若斯，要想胜她，那是终身无望了。,sad
若是先师在世，自能胜得过他们，周师叔大概也胜他们一筹，但若同时受这四人围攻，十九要抵敌不住。,neutral
我遭际若此，一死又有甚么可惜就只是就只是临死之时，总盼能见过儿一面。他这时是在哪里呢多半是在跟郭姑娘亲热，说不定已成了亲，新婚燕尔，哪里想到我这苦命女子在此受人围攻不，不过儿不会这样，他便和郭姑娘成了亲，也决不会忘了我。我只要能再见他一面,sad
七星聚会,neutral
我重阳宫清修之地，今日各位来此骚扰，却是为何,angry
志敬，剑下留情,happy
杨过虽与我教为敌，但大丈夫光明磊落，是输是赢，当凭真本事取决。终南山岂容好徒猖狂,happy
杨过，你武功练到了这等地步，我辈远远不及。但这里我教数百人在此，你自忖能闯出重围么,happy
璇玑、摇光后击,neutral
且住,neutral
救姑姑的性命要紧，和这些牛鼻子道人相斗，胜败荣辱，何足道哉,angry
撤了剑阵,neutral
先师以大智慧、大定力出家创教，他老人家一番苦心孤诣，岂是你后生小子所能窥测你再在此大胆妄为，胡言乱语，可莫怪我剑下无情了。,angry
会宗,neutral
丘师哥，怎么办,fear
多谢手下留情,happy
众弟子小心，不可伤了他二人性命,neutral
快取火把来,neutral
劳驾劳驾，让我一让。,angry
乖乖不得了,happy
起,neutral
罢了，罢了，乖孩儿们平身免礼,angry
贼牛鼻子，还想逃么,angry
咱们过去瞧瞧，杨过手下留情，没伤了孙师妹，大可化敌为友。,neutral
杨龙二位，咱们大家过往不咎，化敌为友如何,happy
他们早已走啦,sad
志平玷人清白，确是大错，但他维护我教忠义，誓死不降蒙古，实是大功一件。,neutral
这瓶玉蜂蜜浆，料来便是龙姑娘留下给咱们治伤的。师叔，请你把蜜浆赐给五个徒孙，让他们分服了罢。,neutral
师叔，此人罪大恶极，万不可饶。,angry
我伤风没好，鼻子不大管用,sad
大伙儿一起去。,happy
杨小侠，龙姑娘的伤势还不妨事么这里有几枚治伤的九转灵宝丸，请来取去。,neutral
老顽童，你瞧是谁来了,angry
郭夫人，蒙古兵攻山时机当真不巧，不能让贫道一尽地主之谊了。,neutral
师叔，我教数十年经营，先师的毕生心血，不能毁于一旦，咱们今日全身而退，方为上策。,neutral
杨过却不知他是否仍在此山之中,neutral
全真教早有布置，自能脱身。我上山来是找杨过、接女儿，别混在大军之中，误了要事。,neutral
爹，妈，妹妹在道上不听我话，闯下好大的乱子。,sad
不肖弟子杨康之墓,neutral
丘处机这老道忒也无情，我父既已死了，又何必再立碑以彰其过我父却又如柯不肖了哼，肖你这个牛鼻子老道有甚么好处我不到全真教去大杀一场，此恨难消。,angry
甚么公孙谷主，是公孙止么,surprise
公孙止叫你来干么要你花言巧语来骗我，是不是,angry
妈，原来你还在世上，妈,surprise
妈，你不知道，杨大哥跟女儿清洁白白，他他对女儿全是一片好意，别无他念。,neutral
报仇你下得了这手么挑断我手足筋脉的，便是公孙止。,angry
只因我杀了一个人，一个年轻美貌的女子。哼，只因我害死了公孙止心爱的女人。,sad
公孙止说了我甚么坏话,angry
天可怜见，让我和女儿相会，今日她心中虽满是孺慕之情，但难保永是如此，我的一番含冤苦情，须得跟她说个明明白白。,sad
公孙止的祖上在唐代为官，后来为避安史之乱，举族迁居在这幽谷之中。他祖宗做的是武官，他学到家传的武艺，固然也可算得是青出于蓝，但真正上乘的武功，却是我传的。,neutral
你妈妈越是骂得凶，你自是越加对我好。老太婆的唠叨是耳边风，美人的柔情却是心上事。,happy
妈，你怎么将武功传给爹爹的,angry
我独个儿在江湖上东闯西荡，有一次追杀一个贼人，无意中来到这绝情谷，也是前生的冤孽，与公孙止这这恶贼这恶贼遇上了，二人便成了亲。我年纪比他大着几岁，武功也强得多，成亲后我不但把全身武艺倾囊以授，连他的饮食寒暖，哪一样不是照料得周周到到，不用他自己操半点儿心他的家传武功巧妙倒也巧妙，可是破绽太多，全靠我挖空心思的一一给他补足。有一次强敌来袭，若不是我舍命杀退，这绝情谷早就给人毁了。,neutral
妈，妈,happy
呸美个屁这小贱人就是肯听话，公孙止说甚么她答应甚么，又是满嘴的甜言蜜语，说这杀胚是当世最好的好人，本领最大的大英雄，就这么着，让这贼杀才迷上了。哼，这贱婢名叫柔儿。他十八代祖宗不积德的公孙止，他这三分三的臭本事，哪一招哪一式我不明白这也算大英雄他给我大哥做跟班也还不配，给我二哥去提便壶，我二哥也一脚踢得他远远地。,angry
定是你处处管束，要他大事小事都听你吩咐，你又瞧他不起，终于激得他生了反叛之心。,angry
嗯，当时这两个狗男女约定了，第三日辰时再在这所在相会，一同逃走，在这两天之中却要加倍小心，不能露出丝毫痕迹，以防给我瞧出破绽。接着二人又说了许多混话。那贱婢痴痴迷迷的瞧着这贼杀才，倒似他比皇帝老子还尊贵，比神仙菩萨更加法力无边。那贼杀才也就得意洋洋，不断的自称自赞，跟着又搂搂抱抱，亲亲摸摸，这些无耻丑态只差点儿没把我当场气死。第三日一早，我假装在静室中枯坐练功，公孙止到窗外来偷瞧了几次，脸上这副神情啊，当真是打从心底里乐将上来。我等他一走开，立即施展轻功，赶到他们幽会之处。那无耻的小贱人早已等在那里。我一言不发便将她抓起，抛入了情花丛中,neutral
过了片刻，公孙止也即赶到，他见柔儿在情花丛中翻滚号叫，这份惊慌也不用提啦。我从树丛后跃了出来，双手扣住他脉门，将他也摔入了情花丛中。这谷中世代相传，原有解救情花之毒的丹药，叫做绝情丹。公孙止挣扎着起来，扶着那贱婢一齐奔到丹房，想用绝情丹救治。哈哈，你道他见到甚么,happy
我听他哀求之时口口声声的带着柔儿，心下十分气恼，当即取出一枚绝情丹来放在桌上，说道：绝情丹只留下一颗，只能救得一人性命。你自己知道，每人各服半颗，并无效验。救她还是救自己，你自己拿主意罢。他立即取过丹药，赶回丹房。我随后跟去。这时那贱婢已痛得死去活来，在地下打滚。公孙止道：柔儿，你好好去罢。我跟你一块死。说着拔出长剑。柔儿见他如此情深义重，满脸感激之情，挣扎着道：好，好。我跟你在阴间做夫妻去。公孙止当胸一剑，便将她刺死了。,neutral
这个我也不知道了。当时我也曾想过，不如救了这贱婢，将她赶出谷去，那么公孙止对我心存感激，说不定从此改邪归正，再也不敢胡作非为。但他为了自己活命，忙不迭的将心上人杀了，须怪不得我啊。,sad
公孙止拿起那颗丹药瞧了半天，举杯笑道：尺姊姊，过去的事又说它作甚这丫头还是杀了的好，一干二净。你干了这杯。他不住的只劝我喝酒，我了却了一桩心事，胸怀欢畅，竟然喝得沉沉大醉。待得醒转，已是身在这石窟之中，手足筋脉均已给他挑断，这贼杀才也没胆子再和我相见一面。哼，这当儿他只道我的骨头也早已化了灰啦。,neutral
那公孙止可跟你说起过这石窟有无出路,neutral
你老人家用甚么法子叫这矮子听话,angry
你要去见公孙止，是不是,neutral
我与他多年夫妻，他怎能认我不出,surprise
你到这里来干甚么,angry
快毙了这矮鬼，以绝后患。,angry
尊驾何人,neutral
我与尊驾素不相识，说甚么谊属至亲，岂不可笑,angry
尊驾当真是裘千仞只怕是个冒名顶替的无耻之徒。,angry
姑姑，张开嘴来。,happy
今日是公孙谷主大喜之期，裘老前辈也赶来喝一杯喜酒么,happy
尊驾当真是铁掌水上飘这倒奇了,surprise
数年之前，我曾接到裘千仞的一通书信，倘若尊驾真是裘千仞。那么这封信便是假了。,neutral
不对，不对，她死在地底石窟之中，这时候早就烂得只剩一堆白骨。可是这人究竟是谁,sad
我大哥,happy
大哥、二哥，你们可知我身受的苦楚啊。,sad
都给我退开,angry
请她原恕我有甚么不对了,sad
不错，是柔儿，是柔儿,happy
咱们去罢。,neutral
滚开,angry
玉枕穴,neutral
这位姑娘说得不错。,happy
柳妹，你怎能跟这恶泼妇相比我是爱你唯恐不及，我对你若有丝毫坏心，管教我天诛地灭。,angry
姑姑这般待我，偏生我已活不了几日，都是你这狗贼害的。,angry
好，好今日咱们一齐同归于尽,happy
过儿，这等恶人，原也不必跟他客气。,angry
姑姑，咱们今日杀了这匹夫，给我报仇。,neutral
这花朵般的少女原是我新婚夫人，此时却来与旁人联剑攻我。,surprise
素心剑法,neutral
难道他刀上的剑招、剑上的刀招全是花假,surprise
攻他右腿，攻他右腿。,neutral
踢他后心,angry
阿,neutral
这男女二人并力守护，急切间伤不得这姓杨的小子，再斗下去，有那老乞婆在旁指点，我须丧身在这小贼的剑下。,neutral
刺他腰下。,neutral
此人诡计多端，又在捣甚么鬼了,angry
谁要你来啰唆,angry
甚么,neutral
风驰电逝，蹑景追飞。凌厉中原，顾盼生姿。,happy
这和尚在指点我。,neutral
这小子的古怪武功真多。,surprise
他剑刺右腰，刀劈项颈,neutral
你先喝。,neutral
萼儿对这小子大有情意，茶中自然不会下毒，我已跟他掉了一碗，还怕怎地,happy
杨过，你到哪里去,angry
有恩报恩有仇报仇世上恩仇之际便能这般分明那公孙止对我是报了恩么,angry
解治情花剧毒的绝情丹，本来数量不少，可是除了三枚之外，都给我浸入砒霜，尽数毁了。这三枚丹药，公孙止那奸贼自己服了一枚，另一枚我醉倒后给他取了去，后来落入你手，你已给这女子服了。,angry
我也不知这二人和你们有甚瓜葛牵连，但我是非杀这二人不可。,angry
我在蒙古军中受你金轮之伤，此刻才还得一剑。我这剑上有些古怪，你知不知道,neutral
公孙止为人险诈，只怕剑上果然有毒。,neutral
甚么东西咬我，这么这么厉害,angry
大伙儿齐上啊咱们人多势众，怕这小妖女何来,happy
一,neutral
十,neutral
此人武功既强，人又狡猾，自己若是落单，只怕不是他的敌手。,neutral
芙儿小心,happy
今日行事怎地如此不顺，连一头畜生也差遣不动,angry
我双臂这般一使劲，这两个花朵般的女孩儿还活不活,angry
这是你的女儿原来你是完颜夫人,surprise
此箭若是靖哥哥所射，你张口欲咬，不在你咽喉上穿个窟窿才怪。,neutral
好啊,happy
耶律大哥，多谢你救我。,happy
修儿，你爹爹的伤势怎样,neutral
去年和他初会，事过后也便忘了，哪知这人的武功竟如此了得。妈妈和他相对大笑，却又不知笑些甚么,happy
武敦儒、武修文你这两只小畜生，杨过兄弟待你们何等大仁大义，你这两只畜生却累得他断了手臂，你们自己想想，咱们姓武的怎对得他住,angry
二哥，你怎么做了和尚,surprise
女儿,neutral
咱们在这人迹罕至的所在相逢，可说是天意，当真是有缘千里来相会。,happy
我正有事于谷中，何不倚他为助,neutral
杀了裘千尺那恶妇后，不如便娶这位道姑为妻，她容貌武功。无一不是上上之选，正可和我相配。,neutral
我是本谷的谷主，这情花解药的配制之法，天下除我之外再无第二人知晓，只是配制费时，远水救不得近火，好在谷中尚余一枚，在那恶妇手中。咱们只须除灭了她，那便甚么都是你的了。,neutral
既是如此，你先头岂非白说解药在尊夫人手中，而尊夫人又已与你反目成仇，便算杀她不难，解药却如何能够到手,angry
这个可不敢当。,fear
你会错我的意思了。我但盼能为你稍尽绵薄，欢喜还来不及，岂有要胁之意只是要夺那绝情丹到手，势不免伤了我亲生女儿的性命，因之。我说得不甚妥善，也是有的。你千万不可介意。,sad
解药是在令爱手中么,neutral
裘谷主，令兄是自行失足摔下深谷而死，绝非小妹所伤。但若你对此事始终耿耿，小妹不避不让，任你连打三枚枣核钉如何只是打过之后，小妹不论死活，你却须赐赠解药，以救杨过之伤。小妹倘若死了，这里许多朋友决不记恨，仍然助你解脱大祸，以退内敌。你这项买卖做是不做,neutral
公孙止夺去的瓷瓶，明明装的是假药，她何必如此着急,angry
杨大哥,neutral
我便打不过，难道还跑不了么,angry
缠,neutral
爹爹，你打断妈妈四肢，将她囚禁在地底山洞之中，如此狠心，已是世间罕有。今晚你在断肠崖前，跟李莫愁又说些甚么话来,sad
甚甚么我没说甚么。,angry
你母女二人心向外人，一个叛夫，一个逆父，都不是好东西。今日我暂且不来跟你们计较，日后报应到头，自见分晓。,angry
公孙姑娘，我有言请问。,neutral
天幸恶妇痰迷心窍，在这紧急关头去打了郭夫人一枚枣核钉，只要引得她们双方争斗，我便可乘机脱身。,happy
小心,happy
表妹，你怎地,surprise
多谢姊姊可是你怎知,sad
这公孙老儿不知你武功如此了得。,surprise
哼，适才我手下留情，难道当真便伤她不得。,angry
好，我再领教,neutral
好丫头，暗箭伤人,sad
爹爹慢走,angry
你把绝情丹,angry
恶妇，你辣手杀我弟子，决不能跟你干休,angry
咱们万事须得有个了断，别忙便走,angry
他为了我，宁可不要解药我死也瞑目了。,sad
啊哟,surprise
众弟子，恶妇勾结外敌，要杀尽我绝情谷中男女老幼。,angry
众弟子别听老贼胡言乱语，大家停步，快停步,happy
五网齐上他一剑难破五网,neutral
李道友到这边来,happy
敦儒兄，拉住这边。,neutral
李道友，咱们分路出去，到适才见面之处相会。,neutral
龙家妹子，截住公孙止，绝情丹在他身上。,neutral
由得他去罢,angry
今日若教这魔头逃脱了，咱们怎对得起师叔,sad
倘若他一个失足，跌入了下面万丈深谷，这人死不足惜，那半枚绝情丹却要随之而逝了。,sad
朱大叔，你快想个法子，怎生引他下来。,neutral
借剑一使,neutral
你当真不要性命了么,angry
那你要干甚么,neutral
你叫那姓杨的小子作夫郎,angry
我要亲自见到杨过这小子毒发呻吟而死，要见他痛得在地下翻来翻去的打滚，要见你这位贤德妻子，终于成为个披麻带孝的俏寡妇。,sad
还不退去,angry
玉女素心剑法,neutral
咱们快上去帮手,happy
过儿，你和我同时向公孙止说话，你用言语恐吓，我却引他高兴，叫他分心。,neutral
你们胡言乱语叫嚷些甚么,angry
公孙先生，你将绝情丹给我，我不伤你的性命。,neutral
我自己虽然难活，但终于夺到了绝情丹，救了过儿。,happy
李莫愁，今日你再也休想逃走了。,angry
师父，你老人家好本事，快把蜜蜂群收了罢,happy
公孙止这老儿奸恶如此，龙姑娘该当杀了他才是。,angry
裘千尺她自己一个好好基业，何必要放火烧了,angry
快救人哪,fear
妈，这老头儿要杀人了,angry
哈哈,happy
问世间，情是何物,sad
原来过儿不肯服那绝情丹，是为了妻子性命难保，是以不愿独生。那么龙姑娘去了哪里呢,neutral
快拉她上来。,neutral
龙儿心思单纯，如有甚么心事，决计不会对我隐瞒。,neutral
昨日龙儿与公孙止在此相斗，明明未见有此花在。此处全是山石，草木不生，怎会有花若说是风吹来，又怎能如此凑巧,surprise
杨大哥只想念杨大嫂，她才不会想念你呢。,neutral
小人正是樊一翁，听从神雕大侠吩咐。,neutral
贼众我寡；必出奇兵，方可取胜。,neutral
玄德领命，遂引兵复回。到得半路，只见一簇军马，护送一辆槛车，车中之囚，乃卢植也。玄德大惊，滚鞍下马，问其缘故。植曰：我围张角，将次可破；因角用妖术，未能即胜。朝廷差黄门左丰前来体探，问我索取贿赂。我答曰：“军粮尚缺，安有余钱奉承天使？‘左丰挟恨，回奏朝廷，说我高垒不战，惰慢军心；因此朝廷震怒，遣中郎将董卓来代将我兵，取我回京问罪。,neutral
他是朝廷命官，岂可擅杀？,angry
彼用妖术，我来日可宰猪羊狗血，令军士伏于山头；候贼赶来，从高坡上泼之，其法可解。,neutral
地公将军,neutral
督邮逼勒县吏，欲害刘公；我等皆来苦告，不得放入，反遭把门人赶打！,angry
使一弓手出战，必被华雄所笑。,neutral
某自与王司徒计杀董卓之后，又遭傕、汜之变，飘零关东，诸侯多不能相容。近因曹贼不仁，侵犯徐州，蒙使君力救陶谦，布因袭兖州以分其势；不料反堕奸计，败兵折将。今投使君，共图大事，未审尊意如何？,neutral
吕布本无义之人，杀之何碍！,angry
此又是曹操之计。,neutral
乃使上将纪灵起兵十万，杀弃徐州。两军会于盱眙。玄德兵少，依山傍水下寨。那纪灵乃山东人，使一口三尖刀，重五十斤。是日引兵出阵，大骂：刘备村夫，安敢侵吾境界！“玄德曰：吾奉天子诏，以讨不臣。汝今敢来相拒，罪不容诛！“纪灵大怒，拍马舞刀，直取玄德。关公大喝曰：匹夫休得逞强！“出马与纪灵大战。一连三十合，不分胜负。纪灵大叫少歇，关公便拨马回阵，立于阵前候之。纪灵却遣副将荀正出马。关公曰：只教纪灵来，与他决个雌雄！“荀正曰：汝乃无名下将，非纪将军对手！“关公大怒，直取荀正；交马一合，砍荀正于马下。玄德驱兵杀将过去，纪灵大败，退守淮阴河口，不敢交战；只教军士来偷营劫寨，皆被徐州兵杀败。两军相拒，不在话下。,neutral
得何足喜，失何足忧！,happy
将军欲杀纪灵耶？,surprise
玄德在小沛招军买马，不知何意。,neutral
彼惧而退，何不追之。,neutral
吾闻大丈夫不废人之妻子。今与将军争天下者，曹公耳。玄德常念辕门射赖之恩，不敢背将军也。今不得已而投曹公，惟将军怜之。,sad
