"宝姐姐不寄与别人，单寄与我，也是惺惺惜惺惺的意思.""正在沉吟，只听见外面有人说道：“林姐姐在家里呢么？""黛玉一面把宝钗的书叠起，口内便答应道：“是谁？""正问着，早见几个人进来，却是探春，湘云，李纹，李绮.彼此问了好，雪雁倒上茶来，大家喝了，说些闲话.因想起前年的菊花诗来，黛玉便道：“宝姐姐自从挪出去，来了两遭，如今索性有事也不来了，真真奇怪.我看他终久还来我们这里不来.""探春微笑道：“怎么不来，横竖要来的.如今是他们尊嫂有些脾气，姨妈上了年纪的人，又兼有薛大哥的事，自然得宝姐姐照料一切，那里还比得先前有工夫呢.""正说着，忽听得唿喇喇一片风声，吹了好些落叶，打在窗纸上.停了一回儿，又透过一阵清香来.众人闻着，都说道：“这是何处来的香风？这象什么香？""黛玉道：“好象木樨香。
",neutral
"姑娘们来说了半天话，想来姑娘又劳了神了.刚才我叫雪雁告诉厨房里给姑娘作了一碗火肉白菜汤，加了一点儿虾米儿，配了点青笋紫菜.姑娘想着好么？""黛玉道：“也罢了。
",neutral
"天气冷了，我前日叫你们把那些小毛儿衣服晾晾，可曾晾过没有？""雪雁道：“都晾过了。
",neutral
"姑娘还看那些东西作什么，那都是那几年宝二爷和姑娘小时一时好了，一时恼了，闹出来的笑话儿.要象如今这样斯抬斯敬，那里能把这些东西白遭塌了呢。
",angry
"姑娘吃了饭了么？""雪雁道：“早起喝了半碗粥，懒待吃饭.这时候打盹儿呢.二爷且到别处走走，回来再来罢。
",neutral
"我原是心里烦，才找个地方儿静坐坐儿.这会子好了，还要外头走走去呢。
",angry
"简慢了。
",neutral
"你这会子也有了什么心事了么？""雪雁只顾发呆，倒被他唬了一跳，因说道：“你别嚷，今日我听见了一句话，我告诉你听，奇不奇.你可别言语。
",surprise
"姑娘怎么这么早？""黛玉道：“可不是，睡得早，所以醒得早。
",surprise
"你进屋里来好好儿的守着他.我去回老太太，太太和二奶奶去，今日这个光景大非往常可比了。
",happy
"姑娘怎么样？""雪雁点点头儿叫他进来.侍书跟进来，见紫鹃不在屋里，瞧了瞧黛玉，只剩得残喘微延，唬的惊疑不止，因问：“紫鹃姐姐呢？""雪雁道：“告诉上屋里去了。
",neutral
"姑娘喝口水罢。
",neutral
"亏他好了，只是病的奇怪，好的也奇怪。
",happy
"姑娘那里去了？""紫鹃道：“上屋里去了.知道姨太太过来，姑娘请安去了.二爷没有到上屋里去么？宝玉道：鹃道：“不定。
",neutral
"怡红院里的海棠本来萎了几棵，也没人去浇灌他。昨日宝玉走去，瞧见枝头上好像有了骨朵儿似的。人都不信，没有理他。忽然今日开得很好的海棠花，众人诧异，都争着去看。连老太太、太太都哄动了来瞧花儿呢，所以大奶奶叫人收拾园里败叶枯枝，这些人在那里传唤。
",neutral
"你们守着哭什么？
",sad
"妹妹，你是我最知心的，虽是老太太派你伏侍我这几年，我拿你就当我的亲妹妹。
",happy
"我的诗本子。
",neutral
"笼上火盆。
",neutral
"老太太呢？
",surprise
"姐姐在这里做什么？
",neutral
"大奶奶来了。
",happy
"你这会子不在那边，做什么来了？
",angry
"这么着罢，就叫雪姑娘去罢。
",neutral
"也不知用我作什么，我且瞧瞧。宝玉一日家和我们姑娘好的蜜里调油，这时候总不见面了，也不知是真病假病。怕我们姑娘不依，他假说丢了玉，装出傻子样儿来，叫我们姑娘寒了心。他好娶宝姑娘的意思。我看看他去，看他见了我傻不傻。莫不成今儿还装傻么！
",angry
"因何紫鹃不来，倒是他呢？
",surprise
"妹妹身上好了？好些天不见了，盖着这劳什子做什么！
",angry
"姑娘忒性急了。
",angry
